name,model,year,price,color,fuelType,carOrigin,carInsurance,gearType,mirrorType,motorPower,drivenKm,passengers,paymentMethod,saleType,secondHandStatus
اوبل,زافيرا,2004,36000,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,12345,7,إمكانية التقسيط ,للبيع أو التبديل ,3
كيا,برايد,2008,40000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,125000,5,نقدا فقط ,للبيع فقط ,4
سيت,ليون,2015,77000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,46000,5,نقدا فقط ,للبيع فقط ,1
هونداي,اكسنت,2017,70000,أبيض,بنزين,عمومي,فلسطينية,اوتوماتيك,الكتروني,1400,68000,5,نقدا فقط ,للبيع فقط ,
مازدا,تندر,2007,80000,ذهبي,ديزل,حكومي,فلسطينية,عادي,الكتروني,3200,3200,5,نقدا فقط ,للبيع أو التبديل ,1
سكودا,اوكتافيا,2004,38000,فضي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,100000,5,إمكانية التقسيط ,للبيع فقط ,5
هونداي,سانتافيه,2018,154000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,3,,إمكانية التقسيط ,
كيا,سورينتو,2016,145000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,135000,7,إمكانية التقسيط ,للبيع أو التبديل ,3
الفا,,2014,90000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1450,,5,إمكانية التقسيط ,للبيع فقط ,1
فولكسفاجن,كادي,2017,110000,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,2000,7,إمكانية التقسيط ,للبيع أو التبديل ,2
هونداي,اكسنت,2012,54000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1000,5,نقدا فقط ,للبيع فقط ,2
ستروين,بيرلينجو,2013,50000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,172000,5,إمكانية التقسيط ,للبيع فقط ,1
اوبل,استرا,1995,17000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,77000,5,نقدا فقط ,للبيع أو التبديل ,3
فولكسفاجن,باسات,2005,35000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,,5,إمكانية التقسيط ,للبيع أو التبديل ,3
كيا,سورينتو,2008,55000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,2500,7,إمكانية التقسيط ,للبيع فقط ,4
كيا,بيكانتو,2015,42000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,240,5,نقدا فقط ,للبيع أو التبديل ,3
جييب,Wrangler,2019,260000,رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,90000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
هونداي,سانتافيه,2018,165000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,7,إمكانية التقسيط ,للبيع أو التبديل ,1
اوبل,استرا,2011,39000,بني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,5,نقدا فقط ,للبيع فقط ,2
سكودا,يتي,2015,79000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,1200,3,,نقدا فقط ,
كيا,سيراتو,2006,30000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,نقدا فقط ,للبيع فقط ,2
بيجو,207,2012,34000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,120000,5,إمكانية التقسيط ,للبيع أو التبديل ,2
فولكسفاجن,كرافيل,2014,150000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,80000,8,إمكانية التقسيط ,للبيع أو التبديل ,2
بيجو,connect,2019,40000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,5,نقدا فقط ,للبيع فقط ,1
هونداي,اكسنت,2017,65000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,35000,5,نقدا فقط ,للبيع فقط ,2
فولكسفاجن,بولو,2014,60000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,5,إمكانية التقسيط ,للبيع أو التبديل ,4
كيا,سورينتو,2015,150000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,7,نقدا فقط ,للبيع فقط ,1
مرسيدس,شبح,1996,45000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,320,320,5,إمكانية التقسيط ,للبيع أو التبديل ,2
سكودا,اوكتافيا,2014,59000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,400,5,نقدا فقط ,للبيع فقط ,2
فورد,فيستا,2014,41000,جيشي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,110,5,إمكانية التقسيط ,للبيع أو التبديل ,3
فولكسفاجن,توران,2011,70000,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,7,نقدا فقط ,للبيع أو التبديل ,2
سانغ,ركستون,2018,90000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,15000,5,إمكانية التقسيط ,للبيع فقط ,1
اودي,A4,2007,44000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,90000,5,نقدا فقط ,للبيع فقط ,2
بي,320,2016,145000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000,5,نقدا فقط ,للبيع فقط ,1
سيت,ليون,2016,74000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,70000,5,إمكانية التقسيط ,للبيع فقط ,2
سكودا,اوكتافيا,2019,115500,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,173000,5,نقدا فقط ,للبيع فقط ,1
هونداي,كونا,2020,99900,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,نقدا فقط ,للبيع أو التبديل ,
هونداي,كونا,2020,99900,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,2000,5,نقدا فقط ,للبيع أو التبديل ,
بيجو,5008,2014,65000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100000,7,إمكانية التقسيط ,للبيع أو التبديل ,1
فولكسفاجن,بولو,2014,50000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,140000,5,نقدا فقط ,للبيع أو التبديل ,4
هونداي,2007,2007,36000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,5,نقدا فقط ,للبيع فقط ,4
بي,218,2016,97000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,1,,نقدا فقط ,
فولكسفاجن,جولف,2016,87000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,86000,5,نقدا فقط ,للبيع أو التبديل ,4
فولكسفاجن,كادي,2015,77000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,160000,7,نقدا فقط ,للبيع أو التبديل ,2
سكودا,فابيا,2015,52000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,5,نقدا فقط ,للبيع فقط ,2
اوبل,كورسا,2008,25000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,5,إمكانية التقسيط ,للبيع فقط ,3
دراجة,2018,2018,15000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,125,25000,1,إمكانية التقسيط ,للبيع فقط ,1
ستروين,C5,2014,70000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100,5,نقدا فقط ,للبيع أو التبديل ,1
تويوتا,هيلاكس,1998,75000,رمادي,ديزل,خصوصي,فلسطينية,عادي,يدوي,2000,2000,5,إمكانية التقسيط ,للبيع فقط ,3
بيجو,307,2002,20000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,2000,5,نقدا فقط ,للبيع فقط ,1
كيا,سبورتاج,2015,100005,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,88000,5,نقدا فقط ,للبيع فقط ,3
بيجو,2008,2008,30000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,5,إمكانية التقسيط ,للبيع أو التبديل ,
كيا,بيكانتو,2019,51000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,40000,5,نقدا فقط ,للبيع فقط ,1
هونداي,جيتس,2006,32000,أخضر,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,,5,إمكانية التقسيط ,للبيع أو التبديل ,8
كيا,برايد,2012,43000,بني,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,194000,5,نقدا فقط ,للبيع فقط ,4
سوبارو,نملة,1981,9000,أبيضعاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,5,نقدا فقط ,للبيع فقط ,4
كيا,بيكانتو,2017,45000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,1000,5,نقدا فقط ,للبيع فقط ,2
هونداي,توسان,2011,65000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000,5,نقدا فقط ,للبيع أو التبديل ,4
هونداي,توسان,2012,74000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,2,,إمكانية التقسيط ,
كيا,سيراتو,2019,79000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,33000,5,نقدا فقط ,للبيع فقط ,
بيجو,206,2007,24000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,123577,5,نقدا فقط ,للبيع أو التبديل ,3
هونداي,فيرنا,2001,22500,كحلي,بنزين,تأجير,فلسطينية,عادي,يدوي,1350,,5,نقدا فقط ,للبيع أو التبديل ,8
كيا,مورننغ,2011,32500,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,11700,5,نقدا فقط ,للبيع أو التبديل ,5
اوبل,استرا,2011,43000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,5,إمكانية التقسيط ,للبيع أو التبديل ,4
كيا,مورننغ,2019,53999,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,45000,5,نقدا فقط ,للبيع فقط ,1
فورد,ترانزيت,2008,42000,برتقالي,ديزل,عمومي,فلسطينية,عادي,الكتروني,3000,3000,8,إمكانية التقسيط ,للبيع فقط ,2
اوبل,كورسا,2014,45000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,1400,5,إمكانية التقسيط ,للبيع فقط ,3
بيجو,206,2006,28000,أزرق,بنزين,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,1400,123456,5,إمكانية التقسيط ,للبيع أو التبديل ,3
فولكسفاجن,كرافيل,2017,16000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,8,نقدا فقط ,للبيع أو التبديل ,1
نيسان,تريل,2011,74000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000,5,إمكانية التقسيط ,للبيع فقط ,2
فورد,فيستا,2013,37500,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,140000,5,نقدا فقط ,للبيع فقط ,3
دراجة,2015,2015,14000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,250,15000,2,نقدا فقط ,للبيع فقط ,3
تويوتا,هيلاكس,2000,100000,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2400,3000,5,نقدا فقط ,للبيع فقط ,2
هونداي,توسان,2015,85000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000,5,نقدا فقط ,للبيع فقط ,2
هونداي,سانتافيه,2015,107000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,120000,7,نقدا فقط ,للبيع فقط ,1
سيت,ابيزا,2017,57000,كحلي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,100000,5,نقدا فقط ,للبيع فقط ,4
هونداي,افانتي,2006,33000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,نقدا فقط ,للبيع فقط ,6
شفروليه,اوبترا,2008,25000,أسود,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,123456,5,نقدا فقط ,للبيع فقط ,5
فولكسفاجن,باسات,1999,23000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,5,إمكانية التقسيط ,للبيع أو التبديل ,1
سكودا,اوكتافيا,2012,60000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,5,إمكانية التقسيط ,للبيع فقط ,2
سيت,ليون,2019,97000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,44000,5,نقدا فقط ,للبيع فقط ,1
رينو,R9,1982,7000,أبيضعاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1108,,5,إمكانية التقسيط ,للبيع أو التبديل ,8
هونداي,H1,2008,45000,ذهبي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,1000,8,نقدا فقط ,للبيع أو التبديل ,2
ميتسوبيشي,جالانت,1996,12000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,227500,5,نقدا فقط ,للبيع فقط ,5
فورد,فوكس,2012,47000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,10,,إمكانية التقسيط ,
فولكسفاجن,كادي,2018,115000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,2000,3,,نقدا فقط ,
هونداي,توسان,2011,73000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,5,إمكانية التقسيط ,للبيع فقط ,2
مرسيدس,410,1992,450000,أبيض,ديزل,تجاري,فلسطينية,عادي,يدوي,3000,3000,6,نقدا فقط ,للبيع فقط ,
فيات,اونو,1986,11000,أسود,بنزين,خصوصي,فلسطينية,عادي,يدوي,1100,,5,نقدا فقط ,للبيع أو التبديل ,5
هونداي,اكسنت,2017,10000,سكني,بنزين,خصوصي,نمرةصفراء,اوتوماتيك,الكتروني,1600,100000,5,نقدا فقط ,للبيع فقط ,1
شفروليه,كافلير,1997,12000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,2200,5,إمكانية التقسيط ,للبيع فقط ,2
شفروليه,سبارك,2014,32500,أزرقسماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,52000,5,نقدا فقط ,للبيع فقط ,1
